CODIGO;URL;HTTP;FICHA_JERARQUIA_TXT;FICHA_JERARQUIA_NUM;FICHA_ALTITUD_M;FICHA_TOPONIMIA;INGRESO_TIPO;INGRESO_OBS;TARIFA_SOLES;EPOCA_PROPICIA;EPOCA_ESPECIFICACION;HORA_VISITA;N_ACTIVIDADES;ACTIVIDADES;N_TRAMOS;ACCESO_KM;ACCESO_MIN;ACCESO_MEDIOS;ACCESO_VIAS;VISITANTES_NAC;VISITANTES_EXT;VISITANTES_LOC;VISITANTES_ANIO;N_SERV_ALOJAMIENTO;N_SERV_ALIMENTACION;TABLAS_RECONOCIDAS
14403;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14403;200;2;2;3329;El término Llarapa o Llarap’a proviene del idioma quechua y significa “pedregoso” o “terreno con lajas”.;Libre;;;Todo el Año;--;"06:00 a.m.
                                -
                                03:00 p.m. --";6;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de flora | Cultura y Folclore>Rituales místicos o tradicionales | Deportes / Aventura>Caminata/Trekking | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad;1;0.9;15;Automóvil particular;Asfaltado;;;990;2026;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
13175;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13175;200;No aplica;;68;;;;;;;;3;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;;;;;;;;;;;;actividades|cabecera
12630;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12630;200;1;1;2541;;Libre;;;Esporádicamente - Algunos meses;--;"08:00 a.m.
                                -
                                06:00 p.m. Los meses de enero, febrero y ";6;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Ciclismo;2;12.3;43;Automóvil particular;Afirmado | Asfaltado;180;;1620;2023;1;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11043;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11043;200;1;1;849;La palabra Shushupe (Shushupi o Chuchupe), en quechua del Pastaza se refiere a la  víbora verrugosa o cascabel muda, una especie muy venenosa de la selva alta.;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. A partir de las 17:00 horas no";6;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking;7;303.86;87;A pie | Automóvil particular | Mini bus público;Afirmado | Asfaltado | Camino de Herradura;499;;749;2019;1;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11045;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11045;200;1;1;932;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. Recomendable no transitar por ";4;Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves;7;318.72;97;A pie | Automóvil particular | Mini bus público;Afirmado | Asfaltado | Sendero;384;;576;2019;1;7;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11036;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11036;200;1;1;3900;;Libre;;;Todo el Año;--;"06:00 a.m.
                                -
                                06:00 p.m. --";11;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping | Paseos>Paseos a caballo | Deportes / Aventura>Cabalgatas;3;32.0;80;A pie | Taxi;Asfaltado | Camino de Herradura | Trocha carrozable;103;15;782;2019;2;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12081;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12081;200;1;1;138;;Libre;;;Esporádicamente - Algunos meses;--;"07:00 a.m.
                                -
                                05:00 p.m. --";8;Otros>Toma de fotografías y filmaciones | Paseos>Paseos en lancha o canoa | Deportes acuáticos>Natación | Deportes acuáticos>Pesca deportiva | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves;3;22.0;80;Bote | Taxi;Trocha carrozable;;;900;2026;2;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11158;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11158;200;No aplica;;3244;"Cruz Velacuy. Vocablo quechua-español, que se traduce como ""velada de la Cruz"" ó “vigilia de la cruz”. Fiesta andina popular del cristianismo del rito romano para festejar el culto a la Cruz de Cristo. Celebración andina de carácter religioso, realiz";;;;;;;8;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Estudios e Investigación | Cultura y Folclore>Rituales místicos o tradicionales | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);1;10.0;20;Automóvil particular;Asfaltado;;;;;;;accesos|actividades|cabecera
14083;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14083;200;2;2;3246;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. --";2;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad;1;0.1;3;A pie;Asfaltado;360;;1440;2025;3;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
13490;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13490;200;2;2;3451;Raqayniyuq es una palabra quechua, que significa lugar derruido, derrumbado, destruido, denominación de la población local.;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. --";5;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Cultura y Folclore>Rituales místicos o tradicionales | Deportes / Aventura>Caminata/Trekking | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad;2;14.0;65;Bus público | Combi;Asfaltado;;;450;2024;2;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11557;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11557;200;2;2;3610;"Pajcha"" (también escrito ""Paqcha"" o ""Pacha""): En quechua, esta palabra hace referencia a una cascada, catarata, caída de agua, o chorro de agua. Implica la acción del agua cayendo con fuerza o un lugar donde el agua brota o se precipita.""-yoq"" (o ""-y";Libre;;;Esporádicamente - Algunos meses;--;"06:00 a.m.
                                -
                                03:00 p.m. De abril a Noviembre (temporad";8;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de aves | Cultura y Folclore>Rituales místicos o tradicionales | Deportes / Aventura>Caminata/Trekking | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad;3;8.68;40;Mini bus turístico;Afirmado | Asfaltado;;;3950;2026;3;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11575;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11575;200;2;2;4;"Según algunos autores, Pachatusan significa ""soporte del mundo""  en quechua (Ref. Gukcht 1990:53). El término Pacha se refiere a  ""tiempo o lugar"" (Gonzales Holguin 1952:268). La palabra ""tusan""  es más difícil de interpretar, con que no aparece dele";Libre;;;Esporádicamente - Algunos meses;--;"04:00 a.m.
                                -
                                03:00 p.m. De abril a Noviembre (temporad";10;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de aves | Cultura y Folclore>Rituales místicos o tradicionales | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Ciclismo | Deportes / Aventura>Montañismo | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad;4;23.8;68;Automóvil particular;Afirmado;109;;;2022;3;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11716;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11716;200;1;1;4500;Manzanani, lugar donde abunda la manzana o fruto del waraq’u,  cactácea lanuda y espinosa de la altura.;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                05:00 p.m. --";5;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping;3;32.0;70;A caballo | A pie | Taxi;Camino de Herradura | Trocha carrozable;118;4;270;2021;1;1;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
13033;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13033;200;POR JERARQUIZAR;;990;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);Tarifa: 2 soles niños, 3 soles adultos, 1 sol estudiantes);;Todo el Año;--;"05:00 a.m.
                                -
                                06:00 p.m. Si desea practicar el deporte ";5;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Escalada en roca;5;562.0;29;A pie | Camioneta doble tracción;Afirmado | Asfaltado | Sendero;1260;90;7560;2024;1;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
14620;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14620;200;POR JERARQUIZAR;;26;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);"Adulto: S/ 5.00
Adulto mayor: S/ 3.00
Universitario: S/ 1.00
Estudiantes de 3 a 17 años: S/ 1.00
Residentes del distrito de Moche: ingreso gratuito.";5.0;Todo el Año;--;"09:00 a.m.
                                -
                                04:00 p.m. La visita puede realizarse dur";3;Otros>Compras de artesanía/souvenir | Otros>Estudios e Investigación | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);1;8.0;30;Taxi;Asfaltado;74361;14575;;2025;2;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
13822;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13822;200;2;2;4;"La palabra Moche deriva del leguaje quechua y que muchi significa ""barrillo"" o también ""barro"", siendo estas características atribuidas a este pueblo antiguo.";Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                10:00 p.m. --";6;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Naturaleza>Observación de paisaje | Cultura y Folclore>Ferias | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);2;16.2;50;Automóvil particular | Combi;Asfaltado;22521;130;9957;2024;5;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
14627;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14627;200;POR JERARQUIZAR;;27;"Moche: Su nombre proviene de la lengua Muchik ancestral. Investigaciones etnolingüísticas señalan que deriva del vocablo Mochek, que denota ""lugar de adoración"" o ""tierra reverenciada"", vinculado directamente a la cuenca hidrográfica y a la identidad";Libre;;;Todo el Año;--;"09:00 a.m.
                                -
                                06:00 p.m. Se recomienda visitar la Campi";9;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Realización de eventos | Naturaleza>Observación de paisaje | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;1;6.8;33;Automóvil particular;Asfaltado;74361;14575;;2025;4;9;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
14136;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14136;200;POR JERARQUIZAR;;3845;;Semi-restringido(previo permiso);Se accede con autorización y guía local de la comunidad de Tres Ríos, mediante la asociación de turismo al número +51 968 311 013. Para evitar inconvenientes y tener una mejor experiencia del lugar.;;Esporádicamente - Algunos meses;--;"07:00 a.m.
                                -
                                04:00 p.m. Meses recomendados por ser épo";4;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;3;85.0;220;Mini bus público;Trocha carrozable;180;720;4950;2025;1;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
13355;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13355;200;No aplica;;4008;;;;;;;;7;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Otros>Otros(Especificar) | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Otros>Compra de productos regionales;;;;;;;;;;;;actividades|cabecera
13178;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13178;200;No aplica;;8;;;;;;;;3;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;;;;;;;;;;;;actividades|cabecera
13184;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13184;200;No aplica;;60;;;;;;;;4;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;;;;;;;;;;;;actividades|cabecera
11349;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11349;200;No aplica;;4;;;;;;;;3;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Otros(Especificar);;;;;;;;;;;;actividades|cabecera
13174;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13174;200;No aplica;;4;;;;;;;;4;Otros>Toma de fotografías y filmaciones | Otros>Realización de eventos | Otros>Otros(Especificar) | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
13189;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13189;200;No aplica;;8;;;;;;;;3;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
11187;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11187;200;No aplica;;4;;;;;;;;;;;;;;;;;;;;;cabecera
11243;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11243;200;2;2;20;;Libre;Es zona pública;;Todo el Año;--;"07:00 a.m.
                                -
                                10:00 p.m. Es zona pública";3;Otros>Toma de fotografías y filmaciones | Otros>Realización de eventos | Paseos>Paseos en bicicleta;4;4.4;41;A pie | Automóvil particular | Bus público;Asfaltado | Otros;583;1244;12494;2022;5;7;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11111;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11111;200;2;2;3394;;Libre;;;Todo el Año;--;"09:00 a.m.
                                -
                                04:00 p.m. --";2;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de paisaje;2;65.0;70;Taxi;Asfaltado | Trocha carrozable;1530;360;3060;2026;2;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
13619;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13619;200;POR JERARQUIZAR;;2944;;Libre;;;Todo el Año;--;"09:00 a.m.
                                -
                                05:00 p.m. Se recomienda evitar subir a l";4;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;2;39.96;105;A pie | Bus público;Asfaltado | Sendero;360;;8196;2025;1;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12987;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12987;200;No aplica;;3;;;;;;;;4;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
13764;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13764;200;1;1;3356;"""Collasgón"" proviene de dos raíces lingüísticas. “colla”, del quechua, que alude a lo antiguo, noble o ancestral; mientras que el vocablo “gon” del idioma culle, asociado al término agua. De este modo, el nombre puede interpretarse como “laguna ances";Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. La Laguna y Pantanos de Collas";3;Naturaleza>Observación de fauna | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;1;12.7;20;Automóvil particular;Asfaltado;450;;12240;2025;1;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12911;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12911;200;No aplica;;4008;;;;;;;;2;Otros>Toma de fotografías y filmaciones | Otros>Realización de eventos;;;;;;;;;;;;actividades|cabecera
13723;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13723;200;2;2;34;;Libre;;;Todo el Año;--;"09:00 a.m.
                                -
                                05:00 p.m. --";1;Cultura y Folclore>Actividades Religiosas o Patronales;1;0.0;1;A pie;Asfaltado;7830;4230;12330;2025;4;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12869;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12869;200;No aplica;;8;;Libre;;;Otros [Especificar motivo (evento internacional, nacional o festividad) y fecha];--;"08:00 a.m.
                                -
                                11:00 p.m. --";6;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Otros>Otros(Especificar) | Deportes acuáticos>Tabla hawaiana (Surfing) o bodyboard | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad;;;;;;;;;;;;actividades|cabecera|epoca|ingreso
12477;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12477;200;No aplica;;44;;;;;;;;2;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones;;;;;;;;;;;;actividades|cabecera
14171;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14171;200;POR JERARQUIZAR;;3805;"Pachaqasa : De pacha (tierra/mundo); qasa (ladera) / “Ladera de la tierra”, “ladera amplia”, “quebrada grande”";Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. Lunes a domingo";4;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de paisaje;1;28.3;67;Automóvil particular;Afirmado;360;;1170;2025;1;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12068;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12068;200;2;2;36;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);Entrada general S/ 2.00;2.0;Todo el Año;--;"10:00 a.m.
                                -
                                04:00 p.m. Lunes a domingos.";2;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);2;159.1;11;Bus público | Mototaxi;Asfaltado;20580;9180;15010;2023;1;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12095;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12095;200;No aplica;;3855;;;;;;;;5;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de fauna | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
12565;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12565;200;1;1;4820;;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                05:00 p.m. --";4;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;3;197.2;57;A pie | Automóvil particular | Bus turístico;Asfaltado | Camino de Herradura | Trocha carrozable;;;2790;2023;0;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12580;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12580;200;1;1;4500;;Semi-restringido(previo permiso);Previo permiso del presidente de la Comunidadad de Lambani (Sr. Benigno Condori Hualla DNI 45627995 ) al celular  988110211;;Todo el Año;--;"08:00 a.m.
                                -
                                03:00 p.m. --";5;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje;2;202.0;262;Automóvil particular;Asfaltado | Trocha carrozable;;;2970;2023;1;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11682;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11682;200;No aplica;;43;;;;;;;;3;Otros>Compras de artesanía/souvenir | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;;;;;;;;;;;;actividades|cabecera
11122;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11122;200;2;2;139;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);"-Adultos: S/. 6.00
-Estudiantes de educación superior: S/. 3.00
-Escolares y niños: S/. 1.00";6.0;Todo el Año;--;"10:00 a.m.
                                -
                                05:00 p.m. De martes a sábado de 10:00 am";2;Otros>Toma de fotografías y filmaciones | Otros>Otros(Especificar);2;4.0;35;A pie | Automóvil particular;Asfaltado;13909;532;;2023;2;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
14184;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14184;200;POR JERARQUIZAR;;3721;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. Lunes a domingo";2;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación;2;25.65;100;A pie | Bus público;Afirmado | Trocha carrozable;360;;1170;2025;1;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
14176;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14176;200;POR JERARQUIZAR;;3450;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                06:00 p.m. Lunes a domingo";2;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación;2;10.75;45;A pie | Automóvil particular;Afirmado | Camino de Herradura;360;;1170;2025;1;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11102;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11102;200;2;2;2142;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);Adultos (Nacionales y Extranjeros) S/.3.00 y Estudiantes y Niños S/.1.00.;3.0;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. --";2;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);3;18.0;75;A pie | Automóvil particular | Bus público;Afirmado | Asfaltado;370;54;3915;2019;3;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11277;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11277;200;2;2;105;;Libre | Semi-restringido(previo permiso);De lunes a viernes de 8:00 am a 3:00 pm y los sábados de 8:00 am a 1:00 pm | En otro horario comunicarse al número de secretaría 980768397.;;Todo el Año;--;"08:00 a.m.
                                -
                                03:00 p.m. Lunes a viernes de 08:00 am a ";;;3;152.7;42;A pie | Bus público | Taxi;Asfaltado;850;;;2019;3;6;accesos|cabecera|epoca|ingreso|servicios|visitantes
11236;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11236;200;No aplica;;42;;;;;;;;;;;;;;;;;;;;;cabecera
11231;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11231;200;No aplica;;42;;;;;;;;;;;;;;;;;;;;;cabecera
11194;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11194;200;2;2;831;;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                06:30 p.m. --";9;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de fauna | Naturaleza>Observación de paisaje | Deportes / Aventura>Camping | Deportes / Aventura>Sandboard (Esquí sobre arena) | Paseos>Paseos en cuatrimotos | Paseos>Paseos en motocicleta | Paseos>Otros | Deportes / Aventura>Otros(Especificar);2;31.67;30;Camioneta doble tracción;Asfaltado | Trocha carrozable;52;;;2021;3;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11147;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11147;200;3;3;16;;Libre;;;Todo el Año;--;"04:00 a.m.
                                -
                                12:00 p.m. --";9;Otros>Compras de artesanía/souvenir | Naturaleza>Observación de fauna | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Otros>Compra de productos regionales;3;0.99;11;A pie | Automóvil particular | Camioneta doble tracción;Asfaltado;65144;;95024;2019;5;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
