ID_EVENTO;NOMBRE_EVENTO;REGION;CATEGORIA;LATITUD;LONGITUD;FECHA_INICIO;FECHA_FIN;COSTO_PEN;RELEVANCIA_PUBLICIDAD
EVT-0396;Feria Gastronómica Místico ICA;ICA;Gastronomía;-14.022189;-75.700744;2024-03-12;2024-03-14;100;1
EVT-0397;Descuento de Temporada - Hotel Místico LIMA;LIMA;Alojamiento;-12.087377;-76.955932;2024-09-24;2024-09-27;0;4
EVT-0398;Tour Promocional La Tradición PIURA;PIURA;Aventura;-5.121799;-80.630739;2024-05-16;2024-05-20;30;5
EVT-0399;Feria Gastronómica Andes PUNO;PUNO;Gastronomía;-15.874887;-69.996856;2024-01-04;2024-01-13;15;1
EVT-0400;Descuento de Temporada - Hotel Andes AREQUIPA;AREQUIPA;Alojamiento;-16.320061;-71.60576;2024-05-10;2024-05-11;30;4
EVT-0401;Fiesta Patronal Sol y Luna LORETO;LORETO;Cultura;-3.759323;-73.316026;2024-03-16;2024-03-22;0;1
EVT-0402;Exhibición de Artesanía Pacha CAJAMARCA;CAJAMARCA;Cultura;-7.237882;-78.562697;2024-04-11;2024-04-18;50;4
EVT-0403;Festival de Música Local Místico LIMA;LIMA;Entretenimiento;-12.065982;-77.048349;2024-03-24;2024-04-08;50;1
EVT-0404;Descuento de Temporada - Hotel Aventura Extrema LIMA;LIMA;Alojamiento;-12.113356;-76.986812;2024-04-25;2024-04-29;15;2
EVT-0405;Feria Gastronómica El Buen Sabor ANCASH;ANCASH;Gastronomía;-9.585483;-77.453981;2024-10-13;2024-10-15;100;4
EVT-0406;Exhibición de Artesanía Andes PIURA;PIURA;Cultura;-5.186988;-80.611167;2024-03-12;2024-03-14;50;2
EVT-0407;Feria Gastronómica Aventura Extrema CUSCO;CUSCO;Gastronomía;-13.571033;-72.023827;2024-10-24;2024-11-03;30;5
EVT-0408;Feria Gastronómica El Buen Sabor PUNO;PUNO;Gastronomía;-15.831099;-70.110989;2024-08-20;2024-09-04;0;4
EVT-0409;Exhibición de Artesanía Pacha LORETO;LORETO;Cultura;-3.84446;-73.156148;2024-02-03;2024-02-11;50;2
EVT-0410;Festival de Música Local Aventura Extrema PIURA;PIURA;Entretenimiento;-5.173763;-80.53839;2024-08-08;2024-08-10;0;5
EVT-0411;Descuento de Temporada - Hotel Pacha LIMA;LIMA;Alojamiento;-11.962892;-76.930216;2024-05-03;2024-05-04;15;3
EVT-0412;Tour Promocional Aventura Extrema CUSCO;CUSCO;Aventura;-13.440475;-71.930073;2024-02-05;2024-02-18;100;5
EVT-0413;Exhibición de Artesanía Aventura Extrema ICA;ICA;Cultura;-14.038767;-75.672022;2024-04-04;2024-04-15;100;1
EVT-0414;Fiesta Patronal Aventura Extrema CAJAMARCA;CAJAMARCA;Cultura;-7.081263;-78.451856;2024-05-10;2024-05-22;0;5
EVT-0415;Tour Promocional Aventura Extrema PIURA;PIURA;Aventura;-5.167513;-80.71304;2024-03-30;2024-04-06;0;2
EVT-0416;Descuento de Temporada - Hotel Místico CAJAMARCA;CAJAMARCA;Alojamiento;-7.184826;-78.42189;2024-08-05;2024-08-20;0;4
EVT-0417;Feria Gastronómica El Buen Sabor CAJAMARCA;CAJAMARCA;Gastronomía;-7.203042;-78.549924;2024-02-29;2024-03-12;30;3
EVT-0418;Exhibición de Artesanía Sol y Luna AREQUIPA;AREQUIPA;Cultura;-16.460422;-71.5911;2024-08-23;2024-09-05;50;4
EVT-0419;Festival de Música Local El Buen Sabor CAJAMARCA;CAJAMARCA;Entretenimiento;-7.187814;-78.432978;2024-02-28;2024-03-02;15;1
EVT-0420;Fiesta Patronal Andes LIMA;LIMA;Cultura;-12.066755;-76.973166;2024-11-29;2024-12-10;30;2
EVT-0421;Feria Gastronómica Aventura Extrema ANCASH;ANCASH;Gastronomía;-9.487281;-77.480953;2024-04-24;2024-05-06;50;5
EVT-0422;Festival de Música Local Místico PUNO;PUNO;Entretenimiento;-15.858454;-70.096125;2024-03-04;2024-03-08;30;1
EVT-0423;Festival de Música Local Místico PIURA;PIURA;Entretenimiento;-5.122853;-80.540119;2024-04-26;2024-05-05;0;4
EVT-0424;Festival de Música Local Aventura Extrema CUSCO;CUSCO;Entretenimiento;-13.487285;-71.891509;2024-01-05;2024-01-12;15;3
EVT-0425;Descuento de Temporada - Hotel El Buen Sabor AREQUIPA;AREQUIPA;Alojamiento;-16.391137;-71.536897;2024-08-28;2024-08-29;0;1
EVT-0426;Fiesta Patronal Andes PUNO;PUNO;Cultura;-15.823349;-69.973597;2024-06-08;2024-06-15;0;1
EVT-0427;Tour Promocional Místico ANCASH;ANCASH;Aventura;-9.439446;-77.580836;2024-09-14;2024-09-22;0;3
EVT-0428;Tour Promocional Místico ICA;ICA;Aventura;-14.110267;-75.660479;2024-12-07;2024-12-09;30;3
EVT-0429;Descuento de Temporada - Hotel Pacha ICA;ICA;Alojamiento;-13.976818;-75.753316;2024-07-16;2024-07-31;0;5
EVT-0430;Festival de Música Local La Tradición PUNO;PUNO;Entretenimiento;-15.927463;-69.952675;2024-01-12;2024-01-24;0;2
EVT-0431;Tour Promocional Aventura Extrema CUSCO;CUSCO;Aventura;-13.528496;-71.890586;2024-02-18;2024-02-28;0;1
EVT-0432;Tour Promocional El Buen Sabor LIMA;LIMA;Aventura;-12.128962;-77.000818;2024-12-02;2024-12-07;50;5
EVT-0433;Fiesta Patronal Andes ICA;ICA;Cultura;-13.988515;-75.806847;2024-02-14;2024-02-29;15;4
EVT-0434;Tour Promocional Andes CAJAMARCA;CAJAMARCA;Aventura;-7.160937;-78.4677;2024-12-15;2024-12-30;0;4
EVT-0435;Festival de Música Local Pacha ANCASH;ANCASH;Entretenimiento;-9.493906;-77.483363;2024-03-07;2024-03-12;100;5
EVT-0436;Tour Promocional Aventura Extrema ICA;ICA;Aventura;-14.025979;-75.735255;2024-11-29;2024-12-04;0;1
EVT-0437;Festival de Música Local La Tradición PIURA;PIURA;Entretenimiento;-5.129033;-80.678306;2024-10-20;2024-10-22;0;2
EVT-0438;Feria Gastronómica Pacha ANCASH;ANCASH;Gastronomía;-9.549848;-77.455507;2024-07-30;2024-08-13;30;1
EVT-0439;Festival de Música Local Místico LORETO;LORETO;Entretenimiento;-3.725596;-73.164119;2024-02-07;2024-02-21;30;3
EVT-0440;Tour Promocional El Buen Sabor ICA;ICA;Aventura;-14.063763;-75.67751;2024-04-29;2024-05-06;100;2
EVT-0441;Festival de Música Local Místico CAJAMARCA;CAJAMARCA;Entretenimiento;-7.209687;-78.426203;2024-10-23;2024-11-01;30;3
EVT-0442;Descuento de Temporada - Hotel Místico PUNO;PUNO;Alojamiento;-15.88699;-70.113638;2024-01-01;2024-01-14;30;4
EVT-0443;Exhibición de Artesanía Aventura Extrema CUSCO;CUSCO;Cultura;-13.467406;-71.892024;2024-05-16;2024-05-27;0;3
EVT-0444;Tour Promocional Sol y Luna ICA;ICA;Aventura;-14.037753;-75.687406;2024-07-16;2024-07-23;0;4
EVT-0445;Exhibición de Artesanía Sol y Luna AREQUIPA;AREQUIPA;Cultura;-16.419643;-71.6204;2024-08-31;2024-09-01;0;5
EVT-0446;Descuento de Temporada - Hotel Pacha CAJAMARCA;CAJAMARCA;Alojamiento;-7.073447;-78.579036;2024-11-30;2024-12-11;0;3
EVT-0447;Fiesta Patronal Pacha LIMA;LIMA;Cultura;-12.033344;-77.031537;2024-10-18;2024-10-26;100;1
EVT-0448;Exhibición de Artesanía Aventura Extrema LIMA;LIMA;Cultura;-11.949398;-77.100563;2024-06-17;2024-06-23;100;4
EVT-0449;Fiesta Patronal Aventura Extrema ICA;ICA;Cultura;-14.130593;-75.758518;2024-01-23;2024-01-30;100;5
EVT-0450;Tour Promocional Místico ICA;ICA;Aventura;-14.024802;-75.720813;2024-02-13;2024-02-26;100;4
EVT-0451;Tour Promocional Místico PUNO;PUNO;Aventura;-15.856812;-70.069209;2024-07-23;2024-08-04;50;3
EVT-0452;Festival de Música Local Aventura Extrema LORETO;LORETO;Entretenimiento;-3.842519;-73.316382;2024-11-22;2024-12-07;30;2
EVT-0453;Fiesta Patronal Aventura Extrema AREQUIPA;AREQUIPA;Cultura;-16.462981;-71.489453;2024-09-28;2024-10-13;50;2
EVT-0454;Descuento de Temporada - Hotel Aventura Extrema AREQUIPA;AREQUIPA;Alojamiento;-16.332004;-71.470243;2024-04-08;2024-04-11;30;3
EVT-0455;Feria Gastronómica Andes PIURA;PIURA;Gastronomía;-5.243963;-80.637709;2024-10-25;2024-11-05;100;5
EVT-0456;Exhibición de Artesanía Aventura Extrema LIMA;LIMA;Cultura;-12.045202;-77.071831;2024-09-25;2024-10-10;0;3
EVT-0457;Fiesta Patronal La Tradición CUSCO;CUSCO;Cultura;-13.619846;-72.03959;2024-07-07;2024-07-18;100;5
EVT-0458;Tour Promocional La Tradición CAJAMARCA;CAJAMARCA;Aventura;-7.103417;-78.565796;2024-03-20;2024-04-04;0;4
EVT-0459;Tour Promocional La Tradición ANCASH;ANCASH;Aventura;-9.481744;-77.581244;2024-05-17;2024-05-26;30;2
EVT-0460;Descuento de Temporada - Hotel La Tradición PIURA;PIURA;Alojamiento;-5.221245;-80.667802;2024-04-04;2024-04-14;100;1
EVT-0461;Exhibición de Artesanía El Buen Sabor CAJAMARCA;CAJAMARCA;Cultura;-7.215989;-78.594062;2024-06-01;2024-06-13;15;3
EVT-0462;Fiesta Patronal Místico LORETO;LORETO;Cultura;-3.788629;-73.257146;2024-05-01;2024-05-16;15;4
EVT-0463;Feria Gastronómica Aventura Extrema AREQUIPA;AREQUIPA;Gastronomía;-16.334828;-71.495889;2024-04-11;2024-04-20;15;3
EVT-0464;Descuento de Temporada - Hotel Andes ANCASH;ANCASH;Alojamiento;-9.493602;-77.604787;2024-08-22;2024-08-31;50;5
EVT-0465;Descuento de Temporada - Hotel El Buen Sabor AREQUIPA;AREQUIPA;Alojamiento;-16.354907;-71.550513;2024-09-30;2024-10-05;30;5
EVT-0466;Festival de Música Local El Buen Sabor CUSCO;CUSCO;Entretenimiento;-13.42342;-71.871144;2024-09-02;2024-09-12;15;5
EVT-0467;Festival de Música Local Místico AREQUIPA;AREQUIPA;Entretenimiento;-16.354399;-71.608917;2024-09-22;2024-09-30;0;5
EVT-0468;Feria Gastronómica Pacha PIURA;PIURA;Gastronomía;-5.271487;-80.690152;2024-06-15;2024-06-16;50;3
EVT-0469;Feria Gastronómica Sol y Luna CUSCO;CUSCO;Gastronomía;-13.442509;-71.947709;2024-06-27;2024-07-07;0;5
EVT-0470;Festival de Música Local La Tradición LIMA;LIMA;Entretenimiento;-12.09424;-77.005505;2024-03-24;2024-04-08;100;2
EVT-0471;Fiesta Patronal Aventura Extrema CUSCO;CUSCO;Cultura;-13.562351;-71.870978;2024-09-02;2024-09-14;50;1
EVT-0472;Exhibición de Artesanía Místico CUSCO;CUSCO;Cultura;-13.573178;-71.978898;2024-06-27;2024-07-02;0;2
EVT-0473;Festival de Música Local Sol y Luna PUNO;PUNO;Entretenimiento;-15.783962;-69.964225;2024-02-02;2024-02-03;15;3
EVT-0474;Festival de Música Local La Tradición AREQUIPA;AREQUIPA;Entretenimiento;-16.305486;-71.604657;2024-09-12;2024-09-25;15;3
EVT-0475;Fiesta Patronal El Buen Sabor LIMA;LIMA;Cultura;-11.979474;-77.013652;2024-04-01;2024-04-09;30;3
EVT-0476;Descuento de Temporada - Hotel Pacha LORETO;LORETO;Alojamiento;-3.766256;-73.150652;2024-07-12;2024-07-21;15;2
EVT-0477;Feria Gastronómica Pacha ANCASH;ANCASH;Gastronomía;-9.432684;-77.450808;2024-09-07;2024-09-08;100;3
EVT-0478;Feria Gastronómica Sol y Luna ICA;ICA;Gastronomía;-14.001497;-75.704325;2024-09-08;2024-09-20;0;5
EVT-0479;Festival de Música Local Místico LIMA;LIMA;Entretenimiento;-12.043396;-76.996002;2024-11-29;2024-11-30;0;5
EVT-0480;Exhibición de Artesanía Sol y Luna CAJAMARCA;CAJAMARCA;Cultura;-7.139554;-78.400801;2024-04-16;2024-05-01;100;4
EVT-0481;Feria Gastronómica El Buen Sabor LIMA;LIMA;Gastronomía;-11.997344;-76.994788;2024-06-02;2024-06-12;100;3
EVT-0482;Feria Gastronómica Sol y Luna ICA;ICA;Gastronomía;-14.004555;-75.828592;2024-04-21;2024-04-30;30;5
EVT-0483;Feria Gastronómica Pacha ANCASH;ANCASH;Gastronomía;-9.540969;-77.56745;2024-08-13;2024-08-24;0;2
EVT-0484;Festival de Música Local Andes PUNO;PUNO;Entretenimiento;-15.885774;-70.054543;2024-07-22;2024-07-25;0;2
EVT-0485;Descuento de Temporada - Hotel Aventura Extrema CUSCO;CUSCO;Alojamiento;-13.603193;-72.065665;2024-06-05;2024-06-19;0;1
EVT-0486;Exhibición de Artesanía El Buen Sabor ICA;ICA;Cultura;-13.996119;-75.708602;2024-07-09;2024-07-14;0;4
EVT-0487;Feria Gastronómica Aventura Extrema CAJAMARCA;CAJAMARCA;Gastronomía;-7.168055;-78.556987;2024-11-09;2024-11-22;50;4
EVT-0488;Exhibición de Artesanía Místico PUNO;PUNO;Cultura;-15.891207;-69.958962;2024-04-25;2024-05-07;0;5
EVT-0489;Tour Promocional La Tradición ANCASH;ANCASH;Aventura;-9.57836;-77.570882;2024-12-07;2024-12-18;30;2
EVT-0490;Tour Promocional Sol y Luna LORETO;LORETO;Aventura;-3.802444;-73.234156;2024-07-01;2024-07-03;30;3
EVT-0491;Descuento de Temporada - Hotel Pacha CAJAMARCA;CAJAMARCA;Alojamiento;-7.240905;-78.420029;2024-03-21;2024-04-04;50;2
EVT-0492;Festival de Música Local Aventura Extrema LIMA;LIMA;Entretenimiento;-12.009758;-77.125263;2024-04-03;2024-04-13;100;4
EVT-0493;Feria Gastronómica El Buen Sabor CAJAMARCA;CAJAMARCA;Gastronomía;-7.122088;-78.48433;2024-03-16;2024-03-17;15;1
EVT-0494;Exhibición de Artesanía Aventura Extrema CAJAMARCA;CAJAMARCA;Cultura;-7.092948;-78.407046;2024-02-27;2024-03-10;0;2
EVT-0495;Tour Promocional Aventura Extrema LORETO;LORETO;Aventura;-3.823861;-73.242526;2024-09-29;2024-10-11;0;2
EVT-0496;Festival de Música Local Pacha PIURA;PIURA;Entretenimiento;-5.286715;-80.584419;2024-05-30;2024-06-14;0;1
EVT-0497;Festival de Música Local Místico ANCASH;ANCASH;Entretenimiento;-9.513817;-77.575374;2024-09-15;2024-09-24;15;2
EVT-0498;Tour Promocional Sol y Luna PUNO;PUNO;Aventura;-15.805103;-69.993701;2024-05-13;2024-05-24;0;5
EVT-0499;Festival de Música Local El Buen Sabor CUSCO;CUSCO;Entretenimiento;-13.563963;-71.963637;2024-04-11;2024-04-18;30;1
EVT-0500;Feria Gastronómica La Tradición AREQUIPA;AREQUIPA;Gastronomía;-16.489648;-71.529715;2024-10-22;2024-11-05;50;4
